dy,station_01_temperature_degrees_celcius,station_02_temperature_degrees_celcius,station_01_wind_speed_m_per_s,station_02_wind_speed_m_per_s,gas_demand_mcm
29/05/2019,14.2,13.75,9.58,5.56,52.36
30/05/2019,16.07,15.53,10.98,8.31,43.58
31/05/2019,17.3,15.36,9.33,5.53,40.48
01/06/2019,20.68,19.38,6.44,4.59,33.97
02/06/2019,22.9,22.23,8.74,6.85,31.2
03/06/2019,18.4,18.34,6.83,6.04,40.9
04/06/2019,20.99,20.42,7.42,6.83,40.53
05/06/2019,17.42,18.06,8.57,7.92,41.9
06/06/2019,15.9,15.62,8.9,7.87,44.12
07/06/2019,17.6,17.86,13.75,14.88,43.28
08/06/2019,15.89,14.09,17.28,12.66,41.13
09/06/2019,17.84,17.09,6.48,6.07,35.48
10/06/2019,19.62,17.48,9.5,6.82,36.36
11/06/2019,18.78,17.49,7.62,6.91,43.73
12/06/2019,17.33,15.49,8.55,7.75,49.48
13/06/2019,17.82,16.43,10.99,9.01,49.22
14/06/2019,20.36,20.78,7.38,6.94,43.46
15/06/2019,19.09,17.85,7.57,6.89,36.3
16/06/2019,18.43,16.86,9.5,5.77,35.19
17/06/2019,20.54,20.48,6.2,4.6,39.14
18/06/2019,22.35,22.56,5.14,4.89,40.35
19/06/2019,20.97,20.53,6.81,6.77,41
20/06/2019,18.15,16.98,9.12,7.7,37.94
21/06/2019,18.41,16.39,7.26,5.59,39.56
22/06/2019,19.2,18.56,7.05,6.75,31.95
23/06/2019,22.44,22.2,7.24,5.78,30.74
24/06/2019,24.99,24.91,6.5,5.39,37.61
25/06/2019,25.95,25.94,7.77,7.23,37.11
26/06/2019,23.38,22.56,7.73,7.93,39.66
27/06/2019,21.24,21.64,10.17,8.39,38.31
28/06/2019,20.27,21.32,7.25,6.95,36.67
29/06/2019,24.53,25.01,5.4,5.37,29.38
30/06/2019,23.22,23.37,8.95,7.6,28.34
01/07/2019,21.5,19.74,9.42,7.93,38.08
02/07/2019,19.2,19.28,6.83,6.68,38.97
03/07/2019,17.54,17.75,7.44,7.66,40.99
04/07/2019,19.35,19.76,5.24,5.17,40.45
05/07/2019,20.15,20.43,7.39,6.02,35.47
06/07/2019,20.52,19.42,8.59,7.57,31.23
07/07/2019,16.98,15.79,8.93,6.54,31.19
08/07/2019,15.79,14.67,8.24,6.45,43.2
09/07/2019,16.84,16.23,6.41,5.37,42.59
10/07/2019,17.4,17.33,6.81,4.91,42.59
11/07/2019,19.78,17.89,6.72,5.53,42.16
12/07/2019,18,16.44,8.26,6.48,38.83
13/07/2019,16.74,16.43,9.42,6.61,31.41
14/07/2019,16.26,15.56,7.95,5.68,32.54
15/07/2019,16.91,15.78,5.77,5.41,43.82
16/07/2019,17.58,16.83,4.92,3.78,42.57
17/07/2019,20.29,19.71,4.92,4.14,40.35
18/07/2019,20.3,19.63,7.03,6.74,39.93
19/07/2019,21.53,20.81,6.07,5.74,37.63
20/07/2019,22.11,21.28,8.95,7.43,30.15
21/07/2019,21.43,18.98,8.03,4.71,31.33
22/07/2019,23.42,22.3,7.22,5.77,36.51
23/07/2019,26.5,25.89,6.74,4.85,34.13
24/07/2019,26.98,27.65,5.26,4.98,33.47
25/07/2019,29.21,28.13,5.98,6.37,31.56
26/07/2019,27.6,24.43,7.1,7.12,31.48
27/07/2019,20.82,19.62,6.82,6.01,28.87
28/07/2019,19.8,17.36,8.48,5.8,27.16
29/07/2019,20.73,19.43,7.24,4.05,30.85
30/07/2019,22.98,21.81,10.35,8.03,32.03
31/07/2019,20.33,17.83,11.66,7.92,35.67
01/08/2019,20.89,19.49,8.36,6.3,35.79
02/08/2019,20.12,18,8.29,7.58,33.98
03/08/2019,18.28,17.33,6.23,3.47,28.63
04/08/2019,21.25,20.69,4.85,4.17,27.42
05/08/2019,22.06,20.88,8.59,6.91,35.09
06/08/2019,21.31,19.18,8.29,7.33,35.42
07/08/2019,21.75,18.63,11.33,8.52,34.94
08/08/2019,21.06,20.34,7.67,6.19,36.86
09/08/2019,22.81,22.08,9.38,7.77,34.85
10/08/2019,21.84,20.73,16.18,11.51,29.53
11/08/2019,20.64,20.58,10.74,8.98,30.64
12/08/2019,18.81,16.53,7.9,7.26,40.43
13/08/2019,16.48,13.91,9.76,5.99,42.53
14/08/2019,17.85,16.47,10.18,7.46,41.14
15/08/2019,18.46,16.84,10.78,8.2,34.96
16/08/2019,18.72,18.02,9.53,7.19,37.91
17/08/2019,19.48,18.15,9.08,7.61,33.66
18/08/2019,20.18,18.84,8.74,7.41,34.28
19/08/2019,20.68,17.49,10.95,8.76,45.44
20/08/2019,19.39,16.22,8.5,5.59,45.55
21/08/2019,17.41,16.02,6.58,3.59,45.01
22/08/2019,18.92,18.09,6.36,4.96,45.37
23/08/2019,21.11,19.36,3.8,3.93,41.11
24/08/2019,23.03,21.07,4.19,4.75,34.54
25/08/2019,23.03,21.46,3.61,3.14,32.75
26/08/2019,23.93,22.24,5.1,3.94,43.26
27/08/2019,25.39,23.17,5.85,3.93,43.94
28/08/2019,24.29,22.28,7.13,6.18,44.46
29/08/2019,21.49,18.45,7.26,5.39,44.15
30/08/2019,21.08,18.72,5.28,4.31,42.32
31/08/2019,23.29,21.01,6.81,8.27,33.95
01/09/2019,19.48,17.31,7.88,6.01,35.93
02/09/2019,16.91,15.31,9.48,5.05,44.77
03/09/2019,17.42,16.01,9.24,6.59,45.23
04/09/2019,17.22,16,10.32,7.85,49.53
05/09/2019,16.15,12.54,10.53,6.15,53.16
06/09/2019,15.88,13.85,9.82,7.41,52.87
07/09/2019,14.62,13.14,7.4,5.16,48.76
08/09/2019,14.35,11.06,6.08,4.86,47.72
09/09/2019,13.59,11.39,6.52,3.64,56.95
10/09/2019,16.02,13.97,5.66,3.76,56.42
11/09/2019,17.16,15.89,9.5,7.74,57.1
12/09/2019,19.76,18.12,10.44,7.33,48.82
13/09/2019,18.76,16.71,6.26,5.11,47.8
14/09/2019,16.05,15.47,4.54,3.62,42.01
15/09/2019,18.06,17.74,6.45,4.92,41.01
16/09/2019,17.44,16.45,5,4.21,54.15
17/09/2019,14.68,14.09,8.56,5.67,57.29
18/09/2019,13.38,12.9,6.29,5.15,61.48
19/09/2019,12.53,11.64,5,4.32,64.4
20/09/2019,13,12.46,5.29,5.12,64.72
21/09/2019,16.45,16.39,9.46,7.57,50.2
22/09/2019,18.05,18.02,9.56,7.83,42.39
23/09/2019,16.56,14.33,8.32,6.06,55
24/09/2019,16.41,14.45,9.12,5.89,60.75
25/09/2019,16.51,14.53,10.63,7.4,60.53
26/09/2019,16.42,14.85,10.42,7.33,60.32
27/09/2019,17.21,15.62,11.55,9.18,55.47
28/09/2019,15.51,14.75,12.47,10.38,50.67
29/09/2019,16.7,15.68,15.29,13.84,56.26
30/09/2019,16.33,15.23,12.13,9.25,60.17
