dy,station_01_temperature_degrees_celcius,station_02_temperature_degrees_celcius,station_01_wind_speed_m_per_s,station_02_wind_speed_m_per_s,gas_demand_mcm
29/07/2016,20.26,19.05,9.2,6.63,31.34
30/07/2016,20.31,19.63,4.67,5.54,27.27
31/07/2016,18.52,17.05,7.37,4.88,26.93
01/08/2016,17.93,16.65,7.36,4.96,32.86
02/08/2016,18.41,17.68,8.28,7.15,35.04
03/08/2016,19.64,18.84,10.95,8.48,34.37
04/08/2016,19.93,18.7,9.91,8.19,35.85
05/08/2016,17.54,15.79,7.49,5.78,33.41
06/08/2016,17.59,16.03,8.5,5.07,29.09
07/08/2016,19.97,19.21,11.21,8.4,28.24
08/08/2016,18.23,17.8,7.43,6.85,34.94
09/08/2016,15.61,14.18,7.12,,37.51
10/08/2016,12.95,12.26,7.12,4.5,39.87
11/08/2016,15.14,14,9.27,7.32,45.55
12/08/2016,17.66,17.44,8.95,6.75,37.63
13/08/2016,18.17,18.2,5.98,4.88,30.67
14/08/2016,18.6,18.81,4.34,4.54,28.82
15/08/2016,17.84,18.2,5.16,5.97,32.63
16/08/2016,17.67,18.45,6.26,6.48,36.34
17/08/2016,17.92,18.5,6.74,5.51,35.99
18/08/2016,18.58,18.41,4.63,3.95,35.98
19/08/2016,19.35,19.29,6.13,5.31,35.67
20/08/2016,19.59,19.1,10.08,8.29,29.59
21/08/2016,16.99,16.05,11.04,7.95,30.83
22/08/2016,18.32,16.78,9.57,5.82,37.76
23/08/2016,21.76,20.91,5.51,3.53,35.86
24/08/2016,23.2,23.19,5.25,,34.22
25/08/2016,23.81,24.19,4.94,3.78,33.18
26/08/2016,21.34,23.13,6.01,5.11,31.85
27/08/2016,22.66,23.8,6.94,5.11,26.8
28/08/2016,21.51,21.43,8.73,7.36,27.15
29/08/2016,18.59,17.36,5.5,3.91,38.3
30/08/2016,18.41,18.17,4.05,3.47,36.92
31/08/2016,18.81,19.68,4.81,4.52,38.79
01/09/2016,18.9,17.39,4.94,4.53,40.63
02/09/2016,18.77,17.96,7.28,5.29,37.19
03/09/2016,20.1,19.39,6.78,5.71,31.17
04/09/2016,19.45,18.52,11.88,8.46,31.22
05/09/2016,17.6,17.17,6.97,4.34,38.19
06/09/2016,17.65,17.41,5.21,3.24,39.31
07/09/2016,19.8,19.26,3.73,4.3,38.56
08/09/2016,20.24,19.98,6.7,5.49,37.65
09/09/2016,19.23,17.94,4.65,3.56,37.51
10/09/2016,20.88,19.19,5.96,4.74,31.68
11/09/2016,20.54,18,3.85,2.85,30.58
12/09/2016,22.67,20.77,4.47,3.45,39.21
13/09/2016,23.69,22.51,4.69,4.44,38.86
14/09/2016,22.72,22.15,4.75,4.84,41.84
15/09/2016,21.36,20.09,6.82,7.43,38.89
16/09/2016,19.07,16.95,6.62,5.96,37.9
17/09/2016,17.57,15.92,7.36,4.08,34.17
18/09/2016,17.17,15.91,4.98,5.03,32.66
19/09/2016,15.99,14.35,4.59,3.51,42.65
20/09/2016,15.2,14.19,4.27,2.71,44.06
21/09/2016,15.19,14.22,4.82,3.46,45.65
22/09/2016,14.82,14.62,4.65,3.29,46.85
23/09/2016,14.79,14.41,5.33,3.87,44.22
24/09/2016,16.38,16.01,6.52,4.97,38.1
25/09/2016,15.62,15.49,6.79,5.25,37.32
26/09/2016,13.86,13.06,2.92,3.08,50.22
27/09/2016,15.69,15.2,5.97,4.98,50.86
28/09/2016,18.41,16.75,10.71,6.94,53.73
29/09/2016,17.07,15.21,8.91,7.41,55.76
30/09/2016,15.61,14.67,6.23,5.34,48.77
01/10/2016,14.25,13.94,6.72,6.58,44.93
02/10/2016,13.18,12.35,8.98,7.48,53.36
03/10/2016,13.38,12.8,7.55,5.09,59.09
04/10/2016,11.45,11.64,9.86,6.66,68.07
05/10/2016,8.97,8.38,10.79,8.48,82.09
06/10/2016,9.73,9.57,8.55,7.01,87.31
07/10/2016,10.12,10.45,6.07,5.31,79.23
08/10/2016,9.66,9.45,4.78,4.3,70.2
09/10/2016,9,8.75,3.22,3.33,75.77
10/10/2016,8.7,7.11,3.62,3.34,95.62
11/10/2016,8.87,8.12,5.8,4.03,100.04
12/10/2016,8.41,7.63,9.28,7.22,104.42
13/10/2016,8.96,8.92,10.2,10.08,103.47
14/10/2016,10.34,11.16,8.52,6.77,95.24
15/10/2016,11.62,11.79,7.56,6.5,78.43
16/10/2016,13.71,13.13,6.65,4.45,63.68
17/10/2016,11.49,11.28,6.26,4.38,75.81
18/10/2016,9.71,10.47,9.04,7.19,95.22
19/10/2016,9.76,8.77,8.12,6.9,99.89
20/10/2016,8.51,8.47,5.13,5.51,103.02
21/10/2016,8.01,7.72,4.06,4.01,103.87
22/10/2016,6.51,5.2,3.27,3.08,97.67
23/10/2016,6.36,5.67,4.04,5.23,106.5
24/10/2016,8.81,9.4,4.94,5.3,114.15
25/10/2016,9.89,9.64,3.54,2.06,107.13
26/10/2016,10.28,9.81,5.8,3.53,98.82
27/10/2016,11.16,11.23,7.89,6.52,95.59
28/10/2016,11.84,11.23,6.69,5.5,91.88
29/10/2016,10.34,9.99,4.75,2.45,82.32
30/10/2016,9.34,9.08,3.83,2.41,81.56
31/10/2016,9.43,8.11,2.9,1.93,87.2
01/11/2016,9.69,8.37,4.64,3.67,95.51
02/11/2016,7.49,7.4,7.47,5.72,114.14
03/11/2016,6.75,6.42,6.7,4.46,116.75
04/11/2016,6.52,6.61,7.83,6.56,119.01
05/11/2016,7.01,7.21,8.01,7.79,108.73
06/11/2016,6.05,5.14,7.85,7.68,116.03
07/11/2016,3.96,4.15,5.66,4.33,144.82
08/11/2016,2.16,2.69,4.65,4.72,157.37
09/11/2016,3.62,3.6,5.75,4.8,157.67
10/11/2016,5.02,5.61,7.63,6.39,147.22
11/11/2016,2.32,1.68,5.25,4.68,150.79
12/11/2016,2.84,2.85,8.44,4.86,150.26
13/11/2016,3,2.99,4.92,3.4,146.83
14/11/2016,4.14,3.75,7.92,6.11,160.41
15/11/2016,8.16,8.57,6.94,5.89,130.71
16/11/2016,8.65,9.92,9.4,7.92,115.65
17/11/2016,7.93,8.73,12.39,9.61,119.6
18/11/2016,5.26,6.39,10.74,10.07,136.14
19/11/2016,6.25,6.05,11.46,9.13,125.76
20/11/2016,9.42,10.14,14.67,12.91,116.15
21/11/2016,12.08,13.5,11.94,12.04,108.37
22/11/2016,10.05,10.66,8.8,7.33,105.61
23/11/2016,8.66,9.32,6.57,7.02,114.24
24/11/2016,6.4,6.97,11.17,11.12,126.72
25/11/2016,4.53,4.13,8.17,7.18,141.52
26/11/2016,4.5,2.74,3.04,2.82,139.39
27/11/2016,5.53,5.27,5.91,4.87,129.37
28/11/2016,0.45,0.28,6.57,6.31,171.54
29/11/2016,-1.24,-2.76,3.7,2.79,191.44
30/11/2016,3.56,0.71,8.36,5.75,178.78
01/12/2016,6.8,4.07,11.78,6.01,153.44
02/12/2016,4.71,3.57,6.15,3.58,143.46
03/12/2016,0.73,-0.5,2.65,2.87,153.6
04/12/2016,-0.88,-0.67,4.63,4.7,172.75
05/12/2016,-0.77,-1.37,2.62,1.84,191.73
06/12/2016,2.05,0.53,5.14,3.1,182.45
07/12/2016,5.03,4.62,7.87,5.99,163.94
08/12/2016,5.69,5.46,8.86,7.19,148.76
09/12/2016,8.37,6,10,5.97,131.08
10/12/2016,8.71,5.6,10.4,7.63,125.68
11/12/2016,7.58,5.55,10.58,6.28,122.43
12/12/2016,5.36,5.05,7.02,4.48,141.08
13/12/2016,4.83,4.86,4.97,4.46,145.31
14/12/2016,5.61,4.09,4.56,3.4,138.46
15/12/2016,5.03,3.2,6.66,4.63,148.46
16/12/2016,3.99,2.94,4.74,3.59,149.22
17/12/2016,4.24,3.26,4.38,3.27,131.61
18/12/2016,4.71,4.88,3.87,3.58,130.83
19/12/2016,2.93,3.92,5.83,5.55,154.11
20/12/2016,-0.4,0.79,6.34,5.44,180.77
21/12/2016,2.74,3.76,10.88,7.52,178.88
22/12/2016,2.97,3.64,6.61,5.34,163.18
23/12/2016,4.75,4.47,11.3,9.15,153.77
24/12/2016,7.5,6.02,15.03,9.83,127.47
25/12/2016,9.89,8.26,17.41,11.03,107.97
26/12/2016,7.52,5.69,14.67,8.71,121.56
27/12/2016,4.81,3.86,8.47,4.9,142.28
28/12/2016,1.19,0.31,5.2,2.88,161.27
29/12/2016,-1.84,-3.21,4.48,2.15,180.9
30/12/2016,0.14,-2.13,5.35,3.46,183.46
31/12/2016,0.75,-1.65,7.72,5.48,177.34
01/01/2017,-0.43,-1.37,7.4,6.44,177.73
02/01/2017,1.8,1.06,7.18,4.34,178.68
03/01/2017,4.06,2.08,15.13,8.91,179.02
04/01/2017,4.14,3.79,13.67,10.05,171.89
05/01/2017,-1.05,-1.9,6.6,4.63,193.48
06/01/2017,-2.94,-4.31,8.71,4.89,212.38
07/01/2017,-1.04,-2.52,6.63,5.49,201.85
08/01/2017,1.61,1.45,3.62,2.55,168.5
09/01/2017,2.73,2.26,9.39,7.76,179.06
10/01/2017,1.49,1.45,7.52,5.21,174.44
11/01/2017,3.27,3.92,14.4,10.24,171.54
12/01/2017,4.2,3.36,11.36,9.62,175.11
13/01/2017,3.17,1.87,14.37,10.38,186.07
14/01/2017,1.55,0.13,9.25,5.95,178.49
15/01/2017,0.83,-0.92,4.97,2.88,180.88
16/01/2017,-1.23,-2.39,4.45,3.83,209.36
17/01/2017,-3.07,-3.51,4.94,4.45,225.32
18/01/2017,-3.5,-4.31,3.63,4.14,231.57
19/01/2017,-2.73,-4.03,2.53,3.64,220.44
20/01/2017,-1.42,-2.64,4.32,4.26,212.5
21/01/2017,-1.91,-3.22,4.25,3.11,200.29
22/01/2017,-1.74,-2.25,3.37,3.21,202.93
23/01/2017,-0.52,-0.91,4.24,3.57,212.72
24/01/2017,-0.61,-1.76,4.45,3.38,207.97
25/01/2017,-1.65,-3.76,5.5,4.09,222.38
26/01/2017,-2.2,-3.79,6.74,4.63,223.92
27/01/2017,1.14,1.64,9.21,6.52,201.09
28/01/2017,2.8,4.11,8.75,6.42,163
29/01/2017,1.8,2.64,9.24,7.12,164.37
30/01/2017,1.41,3.49,7.78,7.06,179.34
31/01/2017,1,2.68,6.11,4.62,184.73
01/02/2017,3.41,4.25,7.81,6.07,178.21
02/02/2017,6.57,8.14,8.51,7.54,144.29
03/02/2017,5.83,7.04,7.16,7.49,137.62
04/02/2017,4.55,4.6,5.24,5.55,140.61
05/02/2017,4.63,4.19,4.45,5.69,138.41
06/02/2017,4.27,4.3,4.86,3.01,159.08
07/02/2017,2.27,3.91,8.09,4.76,176.81
08/02/2017,-0.16,1.8,9.36,6.66,194.01
09/02/2017,-1.21,-0.28,8.27,6.6,208.93
10/02/2017,-1.23,-0.35,7.86,6.6,215.17
11/02/2017,0.01,0.89,9.1,6.03,191.65
12/02/2017,1.15,2.96,9.49,7.81,181.65
13/02/2017,2,2.88,9.52,9.08,184.94
14/02/2017,3.8,4.62,5.84,4.4,164.09
15/02/2017,6.44,7.21,6.4,4.58,140.23
16/02/2017,5.22,5.73,7.97,5.14,145.69
17/02/2017,5.48,5.56,7.27,4.57,144.57
18/02/2017,4.59,4.69,6.17,3.52,128.91
19/02/2017,5.92,5.49,8.2,6.18,135.31
20/02/2017,8.56,8.58,12.97,8.39,141.38
21/02/2017,9.35,9.31,13.08,8.59,125.97
22/02/2017,9.55,9.77,15.57,12.54,130.38
23/02/2017,8.56,8.7,21.64,17.93,139.14
24/02/2017,4.68,4.05,8.92,6.37,143.4
25/02/2017,6.19,5.88,12.59,9.4,137.08
26/02/2017,8.27,8.22,12.42,9.01,120.07
27/02/2017,7.35,8.69,15.02,14.06,133.99
28/02/2017,5.38,4.76,12.65,10.47,154.16
01/03/2017,6.72,6.74,10.77,9.88,141.8
02/03/2017,6.36,5.85,13.84,11.68,150.13
03/03/2017,7.96,8.29,8.64,7.16,136.43
04/03/2017,9.55,9.56,9.24,8.62,110.32
05/03/2017,6.86,5.85,11.36,9.32,118.4
06/03/2017,6.52,5.93,6.81,6.95,134.61
07/03/2017,6.33,5.29,7.79,6.1,135.48
08/03/2017,6.67,7.23,9.45,7.17,144.78
09/03/2017,8.18,7.89,9.88,6.72,123.59
10/03/2017,6.71,6.19,6.3,4.08,119.2
11/03/2017,7.74,7.68,5.27,3.75,105.89
12/03/2017,7.83,7.66,4.93,4.15,97.87
13/03/2017,6.68,7.09,6,4.84,113.97
14/03/2017,8.93,9.06,8.06,5.88,110.12
15/03/2017,9.33,8.5,5.33,3.3,104.56
16/03/2017,10.82,10.1,7.23,4.64,92.83
17/03/2017,9.27,9.75,14.6,10.33,106.28
18/03/2017,9.65,10.9,12.56,9.39,101.43
19/03/2017,10.78,11.21,15.39,11.88,93.76
20/03/2017,10.49,10.43,14.48,11.14,112.31
21/03/2017,8.06,7.39,10,7.4,112.45
22/03/2017,7.34,7.52,7.75,5.78,112.82
23/03/2017,8.56,10.1,9.11,9.31,102.5
24/03/2017,8.4,9.59,9.91,8.96,100.62
26/03/2017,7.77,7.94,7.23,6.21,88
27/03/2017,9.94,9.61,4.05,4.1,87.63
28/03/2017,13.26,12.7,8.34,6.01,77.23
29/03/2017,13.82,13.16,11.15,7.31,81.4
30/03/2017,15.52,14.97,7.34,5.44,64.04
31/03/2017,14.26,14.63,8.76,7.22,61
01/04/2017,11.49,11.37,6.26,4.94,64.27
02/04/2017,11.74,11.22,5.13,4.42,61.16
03/04/2017,10.01,9.26,3.84,2.53,78.1
04/04/2017,10.92,10.47,6.19,4.51,74.36
05/04/2017,9.17,8.64,9.59,6.25,88.01
06/04/2017,8.12,7.3,7.46,5.03,100.96
07/04/2017,9.67,9.64,8,4.27,88.7
08/04/2017,10.28,9.94,4.36,2.58,71.98
09/04/2017,13.55,14.18,5.86,4.23,58.99
10/04/2017,10.46,10.8,8.04,6.88,81.45
11/04/2017,10.1,9.78,9.44,6.3,83.68
12/04/2017,10.55,10.5,10.77,8.88,94.52
13/04/2017,8.89,9.02,8.19,6.47,88.14
14/04/2017,10.22,9.93,8.78,6.25,91.86
15/04/2017,9.39,9.57,10.89,8.05,81.5
16/04/2017,8.11,7.89,8.27,7.43,84.22
17/04/2017,6.61,6.48,9.16,7.96,93.99
18/04/2017,5.67,4.79,7.85,6.81,114.21
19/04/2017,3.82,3.13,7.04,5.53,123.56
20/04/2017,6.87,5.71,7.66,3.42,108.11
21/04/2017,10.14,9.33,9.73,6.45,97.89
22/04/2017,7.68,8.12,9.53,6.87,90.82
23/04/2017,7.34,6.46,7.24,4.72,91.3
24/04/2017,9.55,10.38,9.56,8.74,98.74
25/04/2017,7.08,6.93,9.04,8.9,100.48
26/04/2017,6.51,6.33,5.85,5.54,103.16
27/04/2017,6.88,5.73,6.86,4.95,100.67
28/04/2017,6.72,5.64,7.08,5.29,100.85
29/04/2017,8.73,8.22,5.39,4.57,82.82
30/04/2017,13.48,14.15,11.69,10.41,64.01
01/05/2017,11.23,9.83,6.83,5.61,74.18
02/05/2017,10.78,10.23,6.44,5.2,84.49
03/05/2017,10.79,11.08,6.25,6.11,81.66
04/05/2017,10.71,10.6,9.99,8.6,79.5
05/05/2017,9.89,9.23,8,6.07,87.42
06/05/2017,13.99,14.1,7.67,8.32,57.42
07/05/2017,11.45,11.25,9.49,7.4,62
08/05/2017,9.77,9.24,8.28,6.57,81.72
09/05/2017,7.99,8.72,5.48,4.91,80.2
10/05/2017,10.12,12.45,4.49,4.55,73.5
11/05/2017,16.08,15.94,6.29,7.2,56.76
12/05/2017,16.18,15.68,5.98,6.31,48.97
13/05/2017,14.53,14.95,7.44,6.13,43.88
14/05/2017,14.95,14.23,7.73,6.06,42.64
15/05/2017,16.73,16.52,6.95,4.94,47.37
16/05/2017,19.85,19.92,5.68,4.91,42.74
17/05/2017,20.56,22.34,6.28,6.79,39.67
18/05/2017,17.43,18.55,8.69,7.04,41.67
19/05/2017,14.12,13.2,11.01,7.41,45.75
20/05/2017,13.05,12.61,8.19,5.14,41.57
21/05/2017,15.01,15.01,6.92,3.96,39.22
22/05/2017,18.49,18.42,4.73,4.11,43.9
23/05/2017,16.98,17.5,6.62,6.05,42.67
24/05/2017,15.97,16.88,7.22,6.21,39.94
25/05/2017,16.73,17.91,6.29,5.29,33.14
26/05/2017,20.2,20.64,7.7,6.57,33.06
27/05/2017,21.02,22.46,7.32,5.96,29.27
28/05/2017,19.73,21.71,5.58,4.13,29.24
29/05/2017,21.81,22.96,5.79,6.08,37.33
30/05/2017,19.99,18.81,8.72,6.85,40.97
31/05/2017,18.5,18.17,5.83,4.79,40.37
01/06/2017,19.33,19.15,3.36,4.25,41.57
02/06/2017,21.38,20.42,3.94,4.16,35.71
03/06/2017,19.07,20.09,5.64,6.13,29.44
04/06/2017,16.5,15.63,8.71,6.25,28.82
05/06/2017,18.52,18.02,8.1,7.54,30.99
06/06/2017,15.78,14.19,17.17,13.39,43.2
07/06/2017,14.8,14.28,14.37,10.97,52.66
08/06/2017,17.69,18.17,8.61,7.16,44.63
09/06/2017,17.39,16.75,9.31,7.36,41.18
10/06/2017,18.69,19.39,7.21,5.68,32.3
11/06/2017,20.41,21.56,8.35,6.92,30.77
12/06/2017,18.96,18.42,11.25,7.28,42.79
13/06/2017,18.06,18.29,6.02,4.92,42.77
14/06/2017,19.43,20.23,4.96,4.53,41.97
15/06/2017,21.1,22.03,9.14,7.54,36.92
16/06/2017,17.64,17.34,10.2,6.79,38.45
17/06/2017,18.01,19.2,7,5.72,30.2
18/06/2017,21.2,21.18,5.04,4.32,28.35
19/06/2017,23.43,24.24,3.78,4.2,38.93
20/06/2017,23.82,24.48,6.98,6.49,38.92
21/06/2017,23.84,24.38,5.45,4.88,38.93
22/06/2017,24.31,25.14,8.92,7.55,39.47
23/06/2017,21.06,22.14,10.25,9.68,36.24
24/06/2017,21.37,19.89,11.8,8.98,33.75
25/06/2017,18.91,18.3,10.5,7.84,32.07
26/06/2017,19.03,19.86,6.39,6.78,38.96
27/06/2017,20.28,19.39,7.48,6.73,40.42
28/06/2017,20.39,18.64,8.13,6.4,39.67
29/06/2017,18.33,16.76,7.62,5.48,38.73
30/06/2017,18.45,17.09,7.76,6.99,38.21
01/07/2017,17.22,15.69,9.37,5.72,33.43
02/07/2017,16.08,15.02,9.13,5.46,32.83
03/07/2017,18.44,17.78,9.37,6.24,40.91
04/07/2017,19.08,19.01,4.33,3.8,39.43
05/07/2017,21.28,20.97,5.18,4.17,36.96
06/07/2017,22.13,22.52,5.04,5.24,37.88
07/07/2017,22.3,22.43,6.46,5.76,36.89
08/07/2017,20.43,20.33,6.26,5.75,28.72
09/07/2017,20.56,19.69,4.33,4.1,28.83
10/07/2017,20.53,19.44,7.04,5.16,37.32
11/07/2017,19.82,18.48,8.24,5.93,38.25
12/07/2017,18.01,16.71,7.41,6.22,43.12
13/07/2017,16.72,16.7,4.39,2.76,37.36
14/07/2017,16.64,15.86,8.92,6.18,36.79
15/07/2017,17.55,17.13,8.66,4.95,29.57
16/07/2017,18.52,18.67,5.83,5.04,29.93
17/07/2017,19.69,19.63,3.94,5.53,37.19
18/07/2017,22.55,22.07,7.55,7.39,37.37
19/07/2017,23,22.87,6.46,6.16,36.85
20/07/2017,21.25,18.77,8.54,6.49,39.79
21/07/2017,21.26,19.69,6.11,5.15,35.47
22/07/2017,21.42,20.07,5.99,6.03,29.51
23/07/2017,18.62,17.08,8.61,5.85,30.72
24/07/2017,16.66,15.29,6.61,4.43,38.64
25/07/2017,16.99,16.52,9.82,8.44,35.74
26/07/2017,18.2,17.04,9.62,6.06,36.37
27/07/2017,17.81,16.99,10.12,6.63,34.64
28/07/2017,18.85,17.58,13.21,7.95,33.55
29/07/2017,20.83,20.96,7.09,6.77,32.17
30/07/2017,20.84,19.71,8.99,7.39,27.35
31/07/2017,21.75,19.65,5.76,5.43,35.89
01/08/2017,22.25,21.18,6.67,5.11,33.44
02/08/2017,21.88,20.12,7,4.87,37.07
03/08/2017,23.71,21.4,11.53,8.42,40.59
04/08/2017,22.86,20.83,8.99,7.15,38.73
05/08/2017,19.1,17.97,6.42,5.37,30.6
06/08/2017,17.07,15.82,6.57,3.86,29.41
07/08/2017,18.75,18.22,5.35,4.06,37.24
08/08/2017,17.64,16.97,7.51,6.29,37.32
09/08/2017,19.84,17.85,6.75,5.7,38.57
10/08/2017,18.28,15.76,4.84,3.61,38.83
11/08/2017,17.26,15.82,7.7,5.47,36.51
12/08/2017,17.08,15.97,8.77,5.87,32.48
13/08/2017,17.77,17.11,5.32,3.56,30.17
14/08/2017,19.94,19.69,4.45,3.68,34.88
15/08/2017,19.32,19.17,4.46,4.44,34.28
16/08/2017,19.97,18.54,6.52,3.28,37.99
17/08/2017,19.79,19.5,7.29,6.25,40.74
18/08/2017,20,18.81,9.56,7.65,39.41
19/08/2017,16.31,15.11,9.92,7.08,33.37
20/08/2017,16.69,14.91,8.91,4.9,33.07
21/08/2017,17.05,16.44,5.31,3.19,40.15
22/08/2017,18.46,18.45,5.38,4.42,41.14
23/08/2017,19.12,19.82,6.67,5.17,40.76
24/08/2017,19.16,18.44,6.1,5.28,40.38
25/08/2017,20.67,19.88,3.17,3.6,39.5
26/08/2017,21.49,20.02,3.5,3.39,31
27/08/2017,20.89,19.27,3.86,3.34,30.23
28/08/2017,20.26,19.52,3.51,2.68,39.35
29/08/2017,21.34,22.21,4.71,3.55,38.38
30/08/2017,18.57,19.58,6.69,6.43,38.96
31/08/2017,17.41,16.12,6.16,4.68,41.11
01/09/2017,15.3,14.51,4.95,2.87,41.86
02/09/2017,14.64,12.93,5.03,4.32,37.02
03/09/2017,14.56,13.19,6.75,3.42,37.53
04/09/2017,17.02,15.48,7.09,4.63,44.5
05/09/2017,18.8,17.98,9.19,5.66,44.49
06/09/2017,16.88,15.55,10.11,6.27,50.29
07/09/2017,15.91,15.39,9.18,7.02,49.66
08/09/2017,15.77,15.1,9.4,8.46,52.56
09/09/2017,15.07,13.62,7.16,6.2,42.98
10/09/2017,15.35,13.53,11.35,9.4,43.07
11/09/2017,14.38,13.99,12.59,10.3,57.84
12/09/2017,14.5,12.99,13.08,8.83,57.81
13/09/2017,15.67,14.59,14.25,12.46,62.54
14/09/2017,13.25,11.18,11.78,9.69,70.65
15/09/2017,12.99,10.9,7.66,4.97,64.68
16/09/2017,11.55,9.65,6.01,3.91,61.69
17/09/2017,11.75,11.01,5.06,3.38,58.7
18/09/2017,12.62,11.29,5.99,5.83,72.42
19/09/2017,12.29,11.07,5.96,3.65,71.17
20/09/2017,13.13,11.55,8.6,4.52,66.23
21/09/2017,13.7,11.83,8.44,3.58,62.16
22/09/2017,12.48,11.89,4.41,3.22,63.77
23/09/2017,12.65,12,3.73,2.62,55.89
24/09/2017,13.74,13.18,4.76,3.78,53.46
25/09/2017,14.21,13.55,4.77,4,61.16
26/09/2017,13.74,12.93,4.21,3.44,60.29
27/09/2017,15.23,14.81,5.1,3.39,59.52
28/09/2017,15.6,15.2,5.97,3.61,56.01
29/09/2017,16.19,16.76,6.36,4.18,50.74
30/09/2017,12.88,13.37,6.44,4.43,51.81
01/10/2017,14,14.09,10.89,8.37,54.53
02/10/2017,14.5,14.79,11.13,8.28,63.82
03/10/2017,12.69,12.64,9.66,6.95,69.88
04/10/2017,13.69,12.38,12.58,9.1,75.79
05/10/2017,13.64,12.98,14.28,10.33,77.21
06/10/2017,11.15,10.25,11.08,7.07,79.03
07/10/2017,12.05,11.08,11.45,9.02,77.18
08/10/2017,11.84,11.56,6.81,3.57,70.14
09/10/2017,12.55,12.55,6.2,4.71,82.63
10/10/2017,14.28,13.2,11.15,7.38,76.02
11/10/2017,14.69,13.45,12.03,9.15,75.28
12/10/2017,14.3,12.29,10.31,5.37,72.56
13/10/2017,15.52,14.31,9.47,5.43,64.46
14/10/2017,14.82,13.72,6.27,3.54,52.66
15/10/2017,15.82,15.37,5.96,4.57,49.81
16/10/2017,16.55,16.12,6.22,4.51,56.55
17/10/2017,12.99,13.08,4.34,3.61,66.44
18/10/2017,13.96,13.2,3.39,3.16,65.99
19/10/2017,14.27,14.52,6.35,5.28,64.9
20/10/2017,11.92,12.69,9.64,8.24,72.51
21/10/2017,12.46,12.87,11.28,8.72,67.58
22/10/2017,11.15,9.54,12.32,8.96,79.85
23/10/2017,11.88,10.6,10.74,7.01,87.06
24/10/2017,14.12,12.93,10.69,6.85,79
25/10/2017,13.36,11.8,7.33,5.53,77.1
26/10/2017,13.9,12.02,6.99,4.31,72.4
27/10/2017,11.06,9.64,10.68,5.92,82.72
28/10/2017,12.02,10.7,17.02,10.24,86.11
29/10/2017,9.16,9.06,12.45,9.29,86.39
30/10/2017,7.85,7.41,6.73,4.01,106.08
31/10/2017,9.61,7.89,8.63,7.07,107.85
01/11/2017,9.96,8.47,7.81,4.69,93.37
02/11/2017,9.94,9.14,5.65,4.2,100.59
03/11/2017,9.36,8.33,5.1,3.65,99.71
04/11/2017,10.35,10.06,8.01,7.22,87.37
05/11/2017,7.62,6.44,6.83,5.72,99.29
06/11/2017,5.69,3.75,3.69,2.74,127.53
07/11/2017,5.34,3.93,3.08,2.28,137.18
08/11/2017,6.64,5.82,3.28,2.91,139.36
09/11/2017,8.55,7.61,7.64,7.1,123.65
10/11/2017,8.82,7.34,12.59,8.23,123.32
11/11/2017,7.2,6.14,6.88,4.57,115.44
12/11/2017,6.03,5.36,8.36,6.5,124.09
13/11/2017,5.89,4.23,7.89,5.03,137.61
14/11/2017,7.08,5.58,8.66,6.73,137.81
15/11/2017,7.28,5.76,5.39,4.03,131.05
16/11/2017,6.89,6.32,5.94,4.7,130.57
17/11/2017,5.81,4.05,6.4,2.95,131.69
18/11/2017,6.57,5.46,10.87,7.49,127
19/11/2017,5.98,4.58,10.35,6.24,125.74
20/11/2017,7.71,6.49,11.74,7.73,141.58
21/11/2017,10.21,8.77,12.91,9.37,120.5
22/11/2017,10.64,8.45,13.06,8.93,117.09
23/11/2017,8.48,8.62,10.23,8.75,120.18
24/11/2017,5.53,5.6,4.67,3.76,125.38
25/11/2017,4.98,3.63,8.65,6.76,133.81
26/11/2017,5.17,3.6,11.1,8.8,140.43
27/11/2017,5.94,4.92,12.76,9.78,158.81
28/11/2017,4.34,,7.67,5.99,159.22
29/11/2017,2.7,2.13,4.42,3.36,168.35
30/11/2017,1.21,1.08,5.22,4.62,178.1
01/12/2017,0.04,-0.53,3.15,3.8,182.6
02/12/2017,-0.08,-1.29,6.04,4.6,181.4
03/12/2017,3.75,1.25,7.8,5.69,163.91
04/12/2017,5.48,3.87,9.26,5.09,160.53
05/12/2017,6.72,4.73,10.89,6.56,156.26
06/12/2017,6.49,4.56,11.67,8.18,151.12
07/12/2017,4.56,3.34,13.89,10.98,169.3
08/12/2017,2.43,1.85,13.33,8.86,178.43
09/12/2017,2.18,0.6,11.69,9.95,171.62
10/12/2017,1.24,1.15,9.98,11.01,178.09
11/12/2017,2.38,2,11.32,10.77,195.59
12/12/2017,2.63,1.41,10.07,7.47,174.39
13/12/2017,3.99,3.5,12.11,11.89,184.83
14/12/2017,3.43,2.73,10.68,10.1,180.59
15/12/2017,2.95,2.82,5.11,4.63,172.12
16/12/2017,2.64,2.06,6.6,6.02,161.17
17/12/2017,3.27,1.86,8.99,6.9,152.87
18/12/2017,3.81,3.28,6.15,5.36,169.4
19/12/2017,4.2,3.14,6.41,4.91,166.65
20/12/2017,6.28,4.47,5.38,3.82,151.48
21/12/2017,7.26,6.32,7.49,4.35,136.49
22/12/2017,8.07,6.96,6.72,4.54,126.25
23/12/2017,8.56,7.23,14.48,9.09,115.79
24/12/2017,8.24,6.64,15.65,9.71,112.81
25/12/2017,5.81,4.32,13.59,10.07,125.67
26/12/2017,4.81,4.73,12.49,11.26,138.08
27/12/2017,5.15,4.61,10.37,8.54,147.44
